name,id,breadcrumbs,price,price2,parameters,categories,exhibitions,date,sales,details
"""福临门 珍珠香米 5kg  中粮出品""","""WL69152""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥35.59 /袋""","""¥42.70 /袋""","{""品牌"": ""福临门"", ""规格"": ""5kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3192167/1630579869199/Original/1_WL69152.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3192167/1630579869199/Original/3_WL69152.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3192167/1630579869199/Original/4_WL69152.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3192167/1630579869199/Original/5_WL69152.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3192167/1630579869199/Original/6_WL69152.jpg/DetailBig""]","""2012-04-30""",150,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL69152/120341/WL69152_10.jpg""]"
"""福临门 东北大米 水晶米 5kg""","""3109039""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥44.00 /袋""","""¥47.60 /袋""","{""品牌"": ""福临门"", ""规格"": ""5kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/409055/Original/409055_8518180.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/409055/Original/409055_8518177.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/409055/Original/409055_8518178.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/409055/Original/409055_8518179.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/409055/Original/409055_8518181.jpg/DetailBig""]","""2018-03-14""",492,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3109039/1657521099915/3109039_10.jpg""]"
"""金龙鱼 软香稻大米 5kg/袋 4袋/箱""","""3164166""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥54.13 /袋""","""¥59.13 /袋""","{""品牌"": ""金龙鱼"", ""规格"": ""5kg/袋 4袋/箱""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/464183/Original/464183_1298082.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/464183/Original/464183_1298080.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/464183/Original/464183_1298081.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/464183/Original/464183_1298083.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/464183/Original/464183_1298084.jpg/DetailBig""]","""2014-11-02""",721,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3164166/1623312988241/3164166_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3164166/1623312988241/3164166_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3164166/1623312988241/3164166_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3164166/1623312988241/3164166_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3164166/1623312988241/3164166_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3164166/1623312988241/3164166_06.jpg""]"
"""立顿 Lipton 黄牌精选红茶 S100 2g*100包/盒；12盒/箱""","""311005""","[""食品饮料"", ""茶"", ""袋泡茶""]","""¥55.00 /盒""","""¥61.00 /盒""","{""品牌"": ""立顿"", ""规格"": ""200g"", ""采摘时间"": ""其他"", ""茶叶等级"": ""其他"", ""储存条件"": ""常温、阴凉、避光处"", ""类型"": ""袋泡茶"", ""生长季节"": ""其他"", ""原产地"": ""中国大陆""}","[""茶叶"", ""袋泡茶""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2829/Original/2829_7015167.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2829/Original/2829_7015168.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2829/Original/2829_7015169.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2829/Original/2829_7015170.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2829/Original/2829_7015171.jpg/DetailBig""]","""2019-11-28""",431,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/311005/154704/311005_08.jpg""]"
"""硃碌科 金丝黄小米 1.5KG""","""WF123027""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥39.90 /袋""","""¥64.70 /袋""","{""品牌"": ""硃碌科""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4676994/1620721611514/Original/1_WF123027.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4676994/1620721611514/Original/2_WF123027.jpg/DetailBig""]","""2011-05-10""",428,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF123027/1620721602356/WF123027_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF123027/1620721602356/WF123027_02.jpg""]"
"""苏星四季 江苏大米 2.5KG""","""WL104385""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥31.40 /袋""","""¥37.68 /袋""","{""品牌"": ""苏星四季"", ""规格"": ""2.5KG""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4537665/1608530469794/Original/WL104385.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4537665/1605681106154/Original/WL104385.jpg/DetailBig""]","""2020-08-22""",959,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WL104385/1608531128153/WL104385_01.jpg""]"
"""立顿 Lipton 绿茶 S100 2g*100包/盒；12盒/箱""","""312008""","[""食品饮料"", ""茶"", ""袋泡茶""]","""¥55.00 /盒""","""¥61.00 /盒""","{""品牌"": ""立顿"", ""规格"": ""200g"", ""采摘时间"": ""其他"", ""茶叶等级"": ""其他"", ""储存条件"": ""常温、阴凉、避光处"", ""类型"": ""袋泡茶"", ""生长季节"": ""其他"", ""原产地"": ""中国大陆""}","[""茶叶"", ""袋泡茶""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2832/Original/2832_7015186.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2832/Original/2832_7015187.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2832/Original/2832_7015188.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2832/Original/2832_7015189.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2832/Original/2832_7015190.jpg/DetailBig""]","""2016-01-05""",631,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312008/154707/312008_08.jpg""]"
"""恒顺 白醋 500ml""","""WL153513""","[""食品饮料"", ""粮油食品"", ""调味品""]","""¥4.29 /瓶""","""¥5.15 /瓶""","{""品牌"": ""恒顺"", ""规格"": ""500ml""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20604/4530328/1604907111248/Original/1_WL153513.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20604/4530328/1604907111248/Original/2_WL153513.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20604/4530328/1604907111248/Original/3_WL153513.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20604/4530328/1604907111248/Original/4_WL153513.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20604/4530328/1604907111248/Original/5_WL153513.jpg/DetailBig""]","""2017-03-17""",54,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL153513/1604907083532/WL153513_09.jpg""]"
"""LIPO 面包干 300g/袋  16袋/箱""","""1041844""","[""食品饮料"", ""休闲速食"", ""进口食品""]","""¥20.80 /袋""","""¥22.50 /袋""","{""品牌"": ""LIPO"", ""规格"": ""300g/袋""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20577/41838/1609922834830/Original/1_1041844.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20577/41838/1609922834830/Original/2_1041844.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20577/41838/1609922834830/Original/4_1041844.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20577/41838/1609922834830/Original/5_1041844.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20577/41838/1609922834830/Original/6_1041844.jpg/DetailBig""]","""2016-07-30""",894,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1041844/157526/1041844_08.jpg""]"
"""福临门 大米 5kg  鹭栖珍米""","""WL131468""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥48.00 /袋""","""¥50.00 /袋""","{""品牌"": ""福临门"", ""规格"": ""5kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3708887/1630579869199/Original/1_WL131468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3708887/1630579869199/Original/2_WL131468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3708887/1630579869199/Original/3_WL131468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3708887/1630579869199/Original/4_WL131468.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3708887/1630579869199/Original/5_WL131468.jpg/DetailBig""]","""2013-02-11""",283,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL131468/1634886522025/WL131468_15.jpg""]"
"""睢和 江苏飘香米 5KG""","""WL104343""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥56.00 /袋""","""¥67.20 /袋""","{""品牌"": ""睢和"", ""规格"": ""5KG""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4533310/1605255409591/Original/WL104343.jpg/DetailBig""]","""2021-05-30""",823,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WL104343/1605257231890/WL104343_01.jpg""]"
"""双汇 Shuanghui 火腿肠 50g/个  5个/袋 10袋/箱 (马可波罗系列)""","""1145531""","[""食品饮料"", ""休闲速食"", ""方便面/速食食品""]","""¥13.80 /袋""","""¥13.90 /袋""","{""品牌"": ""双汇"", ""规格"": ""50g/个"", ""包装方式"": ""袋装"", ""储存条件"": ""常温、阴凉、避光处"", ""净含量"": ""250g"", ""类型"": ""火腿肠"", ""配料"": ""鸡肉、水、猪肉、淀粉、食用盐、白砂糖、大豆蛋白、食品添加剂（食用香精、卡拉胶、山梨酸钾、三聚磷酸钠、红曲红、瓜尔胶、D-异抗坏血酸钠、亚硝酸钠）、香辛料、味精"", ""原产地"": ""河南"", ""质保期"": ""120天""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/7/60/430/145529/Original/1145531.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/7/60/430/145529/Original/145529_1039081.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/7/60/430/145529/Original/145529_1087095.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/7/60/430/145529/Original/145529_1087096.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/7/60/430/145529/Original/145529_1087097.jpg/DetailBig""]","""2010-05-21""",746,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1145531/158408/1145531_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1145531/158408/1145531_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1145531/158408/1145531_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1145531/158408/1145531_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1145531/158408/1145531_05.jpg""]"
"""郑义兴 福米 2.2kg  新米""","""WF179472""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥22.80 /袋""","""¥27.36 /袋""","{""品牌"": ""郑义兴""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4726767/1625038281692/Original/1_WF179472.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4726767/1625038281692/Original/2_WF179472.jpg/DetailBig""]","""2015-07-29""",269,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF179472/1625038257842/WF179472_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF179472/1625038257842/WF179472_02.jpg""]"
"""香满园 家庭适用小麦粉 5kg  蓝色包装""","""WL112756""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥34.12 /袋""","""¥36.00 /袋""","{""品牌"": ""香满园""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3714707/Original/3714707_8582384.jpg/DetailBig""]","""2016-03-16""",266,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL112756/1631756267629/WL112756_09.jpg""]"
"""长寿花 金胚玉米油 1.8L""","""WF239537""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥47.96 /桶""","""¥57.55 /桶""","{""品牌"": ""长寿花"", ""规格"": ""桶""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/6308365/1628567343750/Original/1_WF239537.jpg/DetailBig""]","""2015-09-05""",151,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF239537/1628567368445/WF239537_01.jpg""]"
"""Aji 小圆形饼干(咸蛋黄味)(独立小包装) 160g／袋 24袋／箱""","""3372535""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥14.00 /袋""","""¥18.00 /袋""","{""品牌"": ""Aji"", ""规格"": ""160g／袋 24袋／箱""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/3265526/1605085348412/Original/3372535.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/3265526/1605085348412/Original/1_3372535.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/3265526/1605085348412/Original/2_3372535.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/3265526/1605085348412/Original/3_3372535.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/3265526/1605085348412/Original/4_3372535.jpg/DetailBig""]","""2016-07-13""",871,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3372535/205396/3372535_08.jpg""]"
"""立顿 Lipton 茉莉花茶 S100 2g*100包/盒；12盒/箱""","""312007""","[""食品饮料"", ""茶"", ""袋泡茶""]","""¥55.00 /盒""","""¥61.00 /盒""","{""品牌"": ""立顿"", ""规格"": ""200g"", ""采摘时间"": ""其他"", ""茶叶等级"": ""其他"", ""储存条件"": ""常温、阴凉、避光处"", ""类型"": ""袋泡茶"", ""生长季节"": ""其他"", ""原产地"": ""中国大陆""}","[""茶叶"", ""袋泡茶""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2831/Original/2831_7015181.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2831/Original/2831_7015182.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2831/Original/2831_7015183.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2831/Original/2831_7015184.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20084/20600/2831/Original/2831_7015185.jpg/DetailBig""]","""2011-06-25""",361,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/312007/154706/312007_08.jpg""]"
